query_id,template_id,params
spj_queries_query100_0.sql,16,"{""###_A"": ""1998"", ""###_B"": ""1998"", ""###_C"": ""1"", ""N_SSS_A"": ""('Jewelry',\n                           'Music')"", ""###_D"": ""77"", ""###_E"": ""96"", ""&&&_A"": ""'W'"", ""&&&_B"": ""'Primary'"", ""###_F"": ""236"", ""###_G"": ""250"", ""###_H"": ""236"", ""###_I"": ""250""}"
spj_queries_query072_0.sql,17,"{""&&&_A"": ""'3 day'"", ""&&&_B"": ""'1001-5000'"", ""###_A"": ""2001"", ""&&&_C"": ""'U'"", ""###_B"": ""5"", ""###_C"": ""7"", ""N_SSS_A"": ""('Books',\n                     'Home',\n                     'Sports')"", ""###_D"": ""80"", ""###_E"": ""100""}"
multi_block_queries_query054_0.sql,18,"{""&&&_A"": ""'Men'"", ""&&&_B"": ""'accessories'"", ""###_A"": ""7"", ""###_B"": ""1999"", ""###_C"": ""44"", ""###_D"": ""74"", ""###_E"": ""1943"", ""###_F"": ""1956"", ""###_G"": ""44"", ""###_H"": ""74"", ""N_SSS_A"": ""('GA',\n                     'IL',\n                     'IN',\n                     'MT',\n                     'NC',\n                     'NM',\n                     'OH',\n                     'OR',\n                     'TX',\n                     'VA')"", ""###_I"": ""1"", ""###_J"": ""1999"", ""###_K"": ""7"", ""###_L"": ""3"", ""###_M"": ""1999"", ""###_N"": ""7"", ""###_O"": ""50"", ""###_P"": ""50"", ""###_Q"": ""100""}"
spj_queries_query085_0.sql,19,"{""###_A"": ""1998"", ""&&&_A"": ""'W'"", ""&&&_B"": ""'2 yr Degree'"", ""^^^_A"": ""100.00"", ""^^^_B"": ""150.00"", ""&&&_C"": ""'S'"", ""&&&_D"": ""'College'"", ""^^^_C"": ""50.00"", ""^^^_D"": ""100.00"", ""&&&_E"": ""'D'"", ""&&&_F"": ""'Advanced Degree'"", ""^^^_E"": ""150.00"", ""^^^_F"": ""200.00"", ""&&&_G"": ""'United States'"", ""N_SSS_A"": ""('GA',\n                         'IN',\n                         'VA')"", ""###_B"": ""100"", ""###_C"": ""200"", ""&&&_H"": ""'United States'"", ""N_SSS_B"": ""('MT',\n                            'NM',\n                            'OR')"", ""###_D"": ""150"", ""###_E"": ""300"", ""&&&_I"": ""'United States'"", ""N_SSS_C"": ""('GA',\n                            'IL',\n                            'OH')"", ""###_F"": ""50"", ""###_G"": ""250""}"
agg_queries_query102_0.sql,20,"{""&&&_A"": ""'30 day'"", ""N_SSS_A"": ""('Books',\n                     'Home',\n                     'Sports')"", ""N_III_A"": ""(3,\n                       15,\n                       17,\n                       26,\n                       43,\n                       44,\n                       55,\n                       70,\n                       82,\n                       95)"", ""N_SSS_B"": ""('IN',\n                   'LA',\n                   'NE',\n                   'NM',\n                   'OH')"", ""###_A"": ""2001"", ""###_B"": ""80"", ""###_C"": ""100""}"
spj_queries_query019_0.sql,21,"{""&&&_A"": ""'Home'"", ""###_A"": ""2002"", ""###_B"": ""8"", ""###_C"": ""1"", ""###_D"": ""5"", ""###_E"": ""1"", ""###_F"": ""5"", ""&&&_B"": ""'GA'"", ""###_G"": ""4"", ""###_H"": ""80"", ""###_I"": ""100""}"
agg_queries_query019_0.sql,22,"{""&&&_A"": ""'Home'"", ""###_A"": ""2002"", ""###_B"": ""8"", ""###_C"": ""1"", ""###_D"": ""5"", ""###_E"": ""1"", ""###_F"": ""5"", ""&&&_B"": ""'GA'"", ""###_G"": ""4"", ""###_H"": ""80"", ""###_I"": ""100"", ""###_J"": ""100""}"
agg_queries_query027_0.sql,23,"{""&&&_A"": ""'M'"", ""&&&_B"": ""'S'"", ""&&&_C"": ""'College'"", ""###_A"": ""2002"", ""&&&_D"": ""'IL'"", ""&&&_E"": ""'Jewelry'"", ""###_B"": ""100""}"
agg_queries_query050_0.sql,24,"{""###_A"": ""30"", ""###_B"": ""1"", ""###_C"": ""0"", ""###_D"": ""30"", ""###_E"": ""30"", ""###_F"": ""60"", ""###_G"": ""1"", ""###_H"": ""0"", ""###_I"": ""31"", ""###_J"": ""60"", ""###_K"": ""60"", ""###_L"": ""90"", ""###_M"": ""1"", ""###_N"": ""0"", ""###_O"": ""61"", ""###_P"": ""90"", ""###_Q"": ""90"", ""###_R"": ""120"", ""###_S"": ""1"", ""###_T"": ""0"", ""###_U"": ""91"", ""###_V"": ""120"", ""###_W"": ""120"", ""###_X"": ""1"", ""###_Y"": ""0"", ""###_Z"": ""120"", ""###_AA"": ""2000"", ""###_AB"": ""4"", ""&&&_A"": ""'120 day'"", ""###_AC"": ""100""}"
spj_queries_query013_0.sql,25,"{""###_A"": ""2001"", ""&&&_A"": ""'U'"", ""&&&_B"": ""'College'"", ""^^^_A"": ""100.00"", ""^^^_B"": ""150.00"", ""###_B"": ""3"", ""&&&_C"": ""'W'"", ""&&&_D"": ""'2 yr Degree'"", ""^^^_C"": ""50.00"", ""^^^_D"": ""100.00"", ""###_C"": ""1"", ""&&&_E"": ""'S'"", ""&&&_F"": ""'College'"", ""^^^_E"": ""150.00"", ""^^^_F"": ""200.00"", ""###_D"": ""1"", ""&&&_G"": ""'United States'"", ""N_SSS_A"": ""('IN', 'NM', 'VA')"", ""###_E"": ""100"", ""###_F"": ""200"", ""&&&_H"": ""'United States'"", ""N_SSS_B"": ""('MT', 'OH', 'OR')"", ""###_G"": ""150"", ""###_H"": ""300"", ""&&&_I"": ""'United States'"", ""N_SSS_C"": ""('GA', 'IL', 'TX')"", ""###_I"": ""50"", ""###_J"": ""250""}"
agg_queries_query018_0.sql,26,"{""N_III_A"": ""(12, 2)"", ""N_III_B"": ""(12, 2)"", ""N_III_C"": ""(12, 2)"", ""N_III_D"": ""(12, 2)"", ""N_III_E"": ""(12, 2)"", ""N_III_F"": ""(12, 2)"", ""&&&_A"": ""'F'"", ""&&&_B"": ""'College'"", ""###_A"": ""2001"", ""###_B"": ""5"", ""N_SSS_A"": ""('MT',\n                   'OH',\n                   'OR')"", ""###_C"": ""84"", ""###_D"": ""89"", ""&&&_C"": ""'Jewelry'"", ""###_E"": ""100""}"
spj_queries_query040_0.sql,27,"{""&&&_A"": ""'1998-04-26'"", ""&&&_B"": ""'30 day'"", ""&&&_C"": ""'1998-04-26'"", ""&&&_D"": ""'30 day'"", ""&&&_E"": ""'Home'"", ""###_A"": ""28"", ""###_B"": ""67"", ""###_C"": ""69"", ""###_D"": ""88"", ""###_E"": ""11""}"
multi_block_queries_query038_0.sql,28,"{""###_A"": ""1185"", ""###_B"": ""1185"", ""###_C"": ""11"", ""N_III_A"": ""(2,\n                           3,\n                           10,\n                           12)"", ""###_D"": ""28"", ""###_E"": ""87"", ""###_F"": ""80"", ""###_G"": ""100"", ""###_H"": ""1185"", ""###_I"": ""1185"", ""###_J"": ""11"", ""N_III_B"": ""(2,\n                           3,\n                           10,\n                           12)"", ""###_K"": ""28"", ""###_L"": ""87"", ""###_M"": ""80"", ""###_N"": ""100"", ""###_O"": ""1185"", ""###_P"": ""1185"", ""###_Q"": ""11"", ""N_III_C"": ""(2,\n                           3,\n                           10,\n                           12)"", ""###_R"": ""28"", ""###_S"": ""87"", ""###_T"": ""80"", ""###_U"": ""100"", ""###_V"": ""100""}"
multi_block_queries_query058_0.sql,29,"{""&&&_A"": ""'1999-02-11'"", ""###_A"": ""269"", ""###_B"": ""298"", ""###_C"": ""28"", ""###_D"": ""57"", ""###_E"": ""1938"", ""###_F"": ""1944"", ""&&&_B"": ""'1999-02-11'"", ""###_G"": ""269"", ""###_H"": ""298"", ""###_I"": ""28"", ""###_J"": ""57"", ""###_K"": ""1938"", ""###_L"": ""1944"", ""&&&_C"": ""'1999-02-11'"", ""###_M"": ""269"", ""###_N"": ""298"", ""###_O"": ""28"", ""###_P"": ""57"", ""###_Q"": ""1938"", ""###_R"": ""1944"", ""###_S"": ""3"", ""###_T"": ""100"", ""###_U"": ""3"", ""###_V"": ""100"", ""###_W"": ""3"", ""###_X"": ""100"", ""###_Y"": ""3"", ""^^^_A"": ""0.9"", ""^^^_B"": ""1.1"", ""^^^_C"": ""0.9"", ""^^^_D"": ""1.1"", ""^^^_E"": ""0.9"", ""^^^_F"": ""1.1"", ""^^^_G"": ""0.9"", ""^^^_H"": ""1.1"", ""^^^_I"": ""0.9"", ""^^^_J"": ""1.1"", ""^^^_K"": ""0.9"", ""^^^_L"": ""1.1"", ""###_Z"": ""100""}"
spj_queries_query050_0.sql,30,"{""###_A"": ""8"", ""&&&_A"": ""'120 day'"", ""###_B"": ""2"", ""N_SSS_A"": ""('GA',\n                  'IL',\n                  'OH')""}"
spj_queries_query102_0.sql,31,"{""&&&_A"": ""'30 day'"", ""N_SSS_A"": ""('Books',\n                     'Home',\n                     'Sports')"", ""N_III_A"": ""(3,\n                       15,\n                       17,\n                       26,\n                       43,\n                       44,\n                       55,\n                       70,\n                       82,\n                       95)"", ""N_SSS_B"": ""('IN',\n                   'LA',\n                   'NE',\n                   'NM',\n                   'OH')"", ""###_A"": ""2001"", ""###_B"": ""80"", ""###_C"": ""100""}"
agg_queries_query040_0.sql,32,"{""&&&_A"": ""'1998-04-26'"", ""###_A"": ""0"", ""###_B"": ""0"", ""&&&_B"": ""'1998-04-26'"", ""###_C"": ""0"", ""###_D"": ""0"", ""&&&_C"": ""'1998-04-26'"", ""&&&_D"": ""'30 day'"", ""&&&_E"": ""'1998-04-26'"", ""&&&_F"": ""'30 day'"", ""&&&_G"": ""'Home'"", ""###_E"": ""28"", ""###_F"": ""67"", ""###_G"": ""69"", ""###_H"": ""88"", ""###_I"": ""11"", ""###_J"": ""100""}"
multi_block_queries_query032_0.sql,33,"{""N_III_A"": ""(117,\n                         306,\n                         658,\n                         849,\n                         891)"", ""###_A"": ""28"", ""###_B"": ""57"", ""&&&_A"": ""'1999-01-14'"", ""&&&_B"": ""'1999-01-14'"", ""&&&_C"": ""'90 day'"", ""^^^_A"": ""1.3"", ""&&&_D"": ""'1999-01-14'"", ""&&&_E"": ""'1999-01-14'"", ""&&&_F"": ""'90 day'"", ""###_C"": ""236"", ""###_D"": ""265"", ""###_E"": ""45"", ""^^^_B"": ""0.01"", ""###_F"": ""65"", ""^^^_C"": ""0.01"", ""###_G"": ""100""}"
multi_block_queries_query059_0.sql,34,"{""&&&_A"": ""'Sunday'"", ""&&&_B"": ""'Monday'"", ""&&&_C"": ""'Tuesday'"", ""&&&_D"": ""'Wednesday'"", ""&&&_E"": ""'Thursday'"", ""&&&_F"": ""'Friday'"", ""&&&_G"": ""'Saturday'"", ""###_A"": ""17"", ""^^^_A"": ""0.01"", ""###_B"": ""37"", ""^^^_B"": ""0.01"", ""###_C"": ""1207"", ""###_D"": ""1207"", ""###_E"": ""11"", ""N_SSS_A"": ""('GA',\n                     'IL',\n                     'IN',\n                     'MT',\n                     'NM',\n                     'OH',\n                     'OR',\n                     'TX')"", ""###_F"": ""1207"", ""###_G"": ""12"", ""###_H"": ""1207"", ""###_I"": ""23"", ""N_SSS_B"": ""('GA',\n                     'IL',\n                     'IN',\n                     'MT',\n                     'NM',\n                     'OH',\n                     'OR',\n                     'TX')"", ""###_J"": ""52"", ""###_K"": ""100""}"
multi_block_queries_query065_0.sql,35,"{""###_A"": ""1215"", ""###_B"": ""1215"", ""###_C"": ""11"", ""###_D"": ""22"", ""^^^_A"": ""0.01"", ""###_E"": ""32"", ""^^^_B"": ""0.01"", ""###_F"": ""1215"", ""###_G"": ""1215"", ""###_H"": ""11"", ""###_I"": ""22"", ""^^^_C"": ""0.01"", ""###_J"": ""32"", ""^^^_D"": ""0.01"", ""^^^_E"": ""0.1"", ""###_K"": ""16"", ""###_L"": ""20"", ""N_SSS_A"": ""('GA',\n                  'IL',\n                  'TX')"", ""###_M"": ""100""}"
multi_block_queries_query030_0.sql,36,"{""###_A"": ""2001"", ""###_B"": ""69"", ""###_C"": ""78"", ""###_D"": ""28"", ""###_E"": ""57"", ""^^^_A"": ""1.2"", ""N_SSS_A"": ""('IA',\n                   'MT',\n                   'NE',\n                   'TX')"", ""N_III_A"": ""(3,\n                             31)"", ""###_F"": ""1938"", ""###_G"": ""1944"", ""###_H"": ""100""}"
spj_queries_query025_0.sql,37,"{""###_A"": ""6"", ""###_B"": ""2000"", ""###_C"": ""6"", ""###_D"": ""6"", ""###_E"": ""2"", ""###_F"": ""2000"", ""###_G"": ""6"", ""###_H"": ""6"", ""###_I"": ""2"", ""###_J"": ""2000""}"
multi_block_queries_query010_0.sql,38,"{""N_SSS_A"": ""('Audubon County',\n                    'Dade County',\n                    'Dewey County',\n                    'Hardeman County',\n                    'Talbot County')"", ""N_III_A"": ""(4,\n                          5)"", ""N_SSS_B"": ""('M',\n                            'U',\n                            'U')"", ""N_SSS_C"": ""('Primary',\n                              'College',\n                              '4 yr Degree')"", ""&&&_A"": ""'M'"", ""###_A"": ""2001"", ""###_B"": ""1"", ""###_C"": ""1"", ""###_D"": ""3"", ""N_SSS_D"": ""('Books',\n                          'Home',\n                          'Sports')"", ""###_E"": ""17"", ""^^^_A"": ""0.01"", ""###_F"": ""27"", ""^^^_B"": ""0.01"", ""###_G"": ""91"", ""###_H"": ""100"", ""###_I"": ""2001"", ""###_J"": ""1"", ""###_K"": ""1"", ""###_L"": ""3"", ""N_SSS_E"": ""('Books',\n                               'Home',\n                               'Sports')"", ""###_M"": ""91"", ""###_N"": ""100"", ""###_O"": ""17"", ""^^^_C"": ""0.01"", ""###_P"": ""27"", ""^^^_D"": ""0.01"", ""###_Q"": ""2001"", ""###_R"": ""1"", ""###_S"": ""1"", ""###_T"": ""3"", ""N_SSS_F"": ""('Books',\n                               'Home',\n                               'Sports')"", ""###_U"": ""91"", ""###_V"": ""100"", ""###_W"": ""17"", ""^^^_E"": ""0.01"", ""###_X"": ""27"", ""^^^_F"": ""0.01"", ""###_Y"": ""100""}"
spj_queries_query027_0.sql,39,"{""&&&_A"": ""'M'"", ""&&&_B"": ""'S'"", ""&&&_C"": ""'College'"", ""###_A"": ""2002"", ""&&&_D"": ""'IL'"", ""&&&_E"": ""'Jewelry'""}"
multi_block_queries_query081_0.sql,40,"{""###_A"": ""1998"", ""^^^_A"": ""1.2"", ""&&&_A"": ""'IL'"", ""###_B"": ""100""}"
agg_queries_query091_0.sql,41,"{""###_A"": ""1999"", ""###_B"": ""5"", ""&&&_A"": ""'M'"", ""&&&_B"": ""'Unknown'"", ""&&&_C"": ""'W'"", ""&&&_D"": ""'Advanced Degree'"", ""&&&_E"": ""'0-500%'"", ""###_C"": ""7""}"
multi_block_queries_query092_0.sql,42,"{""###_A"": ""394"", ""###_B"": ""593"", ""N_SSS_A"": ""('Books',\n                         'Home',\n                         'Sports')"", ""&&&_A"": ""'2002-02-11'"", ""&&&_B"": ""'2002-02-11'"", ""&&&_C"": ""'90 day'"", ""###_C"": ""68"", ""###_D"": ""88"", ""^^^_A"": ""1.3"", ""&&&_D"": ""'2002-02-11'"", ""&&&_E"": ""'2002-02-11'"", ""&&&_F"": ""'90 day'"", ""###_E"": ""68"", ""###_F"": ""88"", ""###_G"": ""85"", ""^^^_B"": ""0.01"", ""###_H"": ""100"", ""^^^_C"": ""0.01"", ""###_I"": ""100""}"
multi_block_queries_query014_0.sql,43,"{""###_A"": ""1998"", ""###_B"": ""1998"", ""###_C"": ""2"", ""N_SSS_A"": ""('Books',\n                           'Home',\n                           'Jewelry')"", ""###_D"": ""28"", ""###_E"": ""37"", ""###_F"": ""80"", ""###_G"": ""100"", ""###_H"": ""1998"", ""###_I"": ""1998"", ""###_J"": ""2"", ""N_SSS_B"": ""('Books',\n                           'Home',\n                           'Jewelry')"", ""###_K"": ""28"", ""###_L"": ""37"", ""###_M"": ""80"", ""###_N"": ""100"", ""###_O"": ""80"", ""###_P"": ""100"", ""###_Q"": ""1998"", ""###_R"": ""1998"", ""###_S"": ""2"", ""N_SSS_C"": ""('Books',\n                        'Home',\n                        'Jewelry')"", ""###_T"": ""28"", ""###_U"": ""37"", ""###_V"": ""1998"", ""###_W"": ""1998"", ""###_X"": ""2"", ""###_Y"": ""80"", ""###_Z"": ""100"", ""###_AA"": ""1998"", ""###_AB"": ""1998"", ""###_AC"": ""2"", ""###_AD"": ""80"", ""###_AE"": ""100"", ""###_AF"": ""80"", ""###_AG"": ""100"", ""###_AH"": ""1998"", ""###_AI"": ""1998"", ""###_AJ"": ""2"", ""&&&_A"": ""'store'"", ""###_AK"": ""1998"", ""###_AL"": ""1"", ""###_AM"": ""12"", ""###_AN"": ""5"", ""N_SSS_D"": ""('Books',\n                        'Home',\n                        'Jewelry')"", ""###_AO"": ""28"", ""###_AP"": ""37"", ""###_AQ"": ""80"", ""###_AR"": ""100"", ""&&&_B"": ""'store'"", ""###_AS"": ""1998"", ""###_AT"": ""12"", ""###_AU"": ""5"", ""N_SSS_E"": ""('Books',\n                        'Home',\n                        'Jewelry')"", ""###_AV"": ""80"", ""###_AW"": ""100"", ""###_AX"": ""28"", ""###_AY"": ""37"", ""###_AZ"": ""100""}"
multi_block_queries_query064_0.sql,44,"{""###_A"": ""80"", ""###_B"": ""100"", ""###_C"": ""2"", ""###_D"": ""1"", ""###_E"": ""1"", ""###_F"": ""10"", ""&&&_A"": ""'Y'"", ""&&&_B"": ""'Y'"", ""&&&_C"": ""'Y'"", ""N_SSS_A"": ""('GA',\n                          'IL',\n                          'OH')"", ""###_G"": ""80"", ""###_H"": ""100"", ""N_SSS_B"": ""('W',\n                                   'W',\n                                   'D')"", ""N_SSS_C"": ""('College',\n                                     '4 yr Degree',\n                                     'College')"", ""N_SSS_D"": ""('W',\n                                   'W',\n                                   'D')"", ""N_SSS_E"": ""('College',\n                                     '4 yr Degree',\n                                     'College')"", ""###_I"": ""1999"", ""###_J"": ""1999"", ""###_K"": ""1""}"
multi_block_queries_query069_0.sql,45,"{""N_SSS_A"": ""('IN',\n                   'NM',\n                   'VA')"", ""N_SSS_B"": ""('W',\n                            'S',\n                            'M')"", ""N_SSS_C"": ""('Secondary',\n                              'Primary')"", ""###_A"": ""2000"", ""###_B"": ""9"", ""###_C"": ""9"", ""###_D"": ""2"", ""###_E"": ""5"", ""###_F"": ""94"", ""###_G"": ""2000"", ""###_H"": ""9"", ""###_I"": ""9"", ""###_J"": ""2"", ""###_K"": ""5"", ""###_L"": ""94"", ""###_M"": ""2000"", ""###_N"": ""9"", ""###_O"": ""9"", ""###_P"": ""2"", ""###_Q"": ""5"", ""###_R"": ""94"", ""###_S"": ""100""}"
multi_block_queries_query087_0.sql,46,"{""###_A"": ""1222"", ""###_B"": ""1222"", ""###_C"": ""11"", ""###_D"": ""269"", ""###_E"": ""298"", ""###_F"": ""1958"", ""###_G"": ""1964"", ""###_H"": ""90"", ""###_I"": ""100"", ""###_J"": ""1222"", ""###_K"": ""1222"", ""###_L"": ""11"", ""###_M"": ""269"", ""###_N"": ""298"", ""###_O"": ""1958"", ""###_P"": ""1964"", ""###_Q"": ""90"", ""###_R"": ""100"", ""###_S"": ""1222"", ""###_T"": ""1222"", ""###_U"": ""11"", ""###_V"": ""269"", ""###_W"": ""298"", ""###_X"": ""1958"", ""###_Y"": ""1964"", ""###_Z"": ""90"", ""###_AA"": ""100""}"
agg_queries_query100_0.sql,47,"{""###_A"": ""1998"", ""###_B"": ""1998"", ""###_C"": ""1"", ""N_SSS_A"": ""('Jewelry',\n                           'Music')"", ""###_D"": ""77"", ""###_E"": ""96"", ""&&&_A"": ""'W'"", ""&&&_B"": ""'Primary'"", ""###_F"": ""236"", ""###_G"": ""250"", ""###_H"": ""236"", ""###_I"": ""250""}"
