query_id,template_id,params
agg_queries_query085_66.sql,1,"{""###_A"": ""1"", ""###_B"": ""20"", ""###_C"": ""1998"", ""&&&_A"": ""'U'"", ""&&&_B"": ""'College'"", ""^^^_A"": ""100.00"", ""^^^_B"": ""150.00"", ""&&&_C"": ""'S'"", ""&&&_D"": ""'Advanced Degree'"", ""^^^_C"": ""50.00"", ""^^^_D"": ""100.00"", ""&&&_E"": ""'D'"", ""&&&_F"": ""'Unknown'"", ""^^^_E"": ""150.00"", ""^^^_F"": ""200.00"", ""&&&_G"": ""'United States'"", ""N_SSS_A"": ""('MI',\n                         'MO',\n                         'NC')"", ""###_D"": ""100"", ""###_E"": ""200"", ""&&&_H"": ""'United States'"", ""N_SSS_B"": ""('MI',\n                            'PA',\n                            'VA')"", ""###_F"": ""150"", ""###_G"": ""300"", ""&&&_I"": ""'United States'"", ""N_SSS_C"": ""('AL',\n                            'KY',\n                            'PA')"", ""###_H"": ""50"", ""###_I"": ""250"", ""###_J"": ""1"", ""###_K"": ""20"", ""###_L"": ""100""}"
multi_block_queries_query092_58.sql,2,"{""###_A"": ""442"", ""###_B"": ""641"", ""N_SSS_A"": ""('Books',\n                         'Music',\n                         'Women')"", ""&&&_A"": ""'2000-03-07'"", ""&&&_B"": ""'2000-03-07'"", ""&&&_C"": ""'90 day'"", ""###_C"": ""72"", ""###_D"": ""92"", ""^^^_A"": ""1.3"", ""&&&_D"": ""'2000-03-07'"", ""&&&_E"": ""'2000-03-07'"", ""&&&_F"": ""'90 day'"", ""###_E"": ""72"", ""###_F"": ""92"", ""###_G"": ""45"", ""^^^_B"": ""0.01"", ""###_H"": ""60"", ""^^^_C"": ""0.01"", ""###_I"": ""100""}"
multi_block_queries_query092_50.sql,2,"{""###_A"": ""674"", ""###_B"": ""873"", ""N_SSS_A"": ""('Electronics',\n                         'Home',\n                         'Women')"", ""&&&_A"": ""'1998-01-18'"", ""&&&_B"": ""'1998-01-18'"", ""&&&_C"": ""'90 day'"", ""###_C"": ""55"", ""###_D"": ""75"", ""^^^_A"": ""1.3"", ""&&&_D"": ""'1998-01-18'"", ""&&&_E"": ""'1998-01-18'"", ""&&&_F"": ""'90 day'"", ""###_E"": ""55"", ""###_F"": ""75"", ""###_G"": ""26"", ""^^^_B"": ""0.01"", ""###_H"": ""41"", ""^^^_C"": ""0.01"", ""###_I"": ""100""}"
multi_block_queries_query092_76.sql,2,"{""###_A"": ""772"", ""###_B"": ""971"", ""N_SSS_A"": ""('Books',\n                         'Children',\n                         'Home')"", ""&&&_A"": ""'2000-03-25'"", ""&&&_B"": ""'2000-03-25'"", ""&&&_C"": ""'90 day'"", ""###_C"": ""1"", ""###_D"": ""21"", ""^^^_A"": ""1.3"", ""&&&_D"": ""'2000-03-25'"", ""&&&_E"": ""'2000-03-25'"", ""&&&_F"": ""'90 day'"", ""###_E"": ""1"", ""###_F"": ""21"", ""###_G"": ""6"", ""^^^_B"": ""0.01"", ""###_H"": ""21"", ""^^^_C"": ""0.01"", ""###_I"": ""100""}"
multi_block_queries_query092_65.sql,2,"{""###_A"": ""209"", ""###_B"": ""408"", ""N_SSS_A"": ""('Home',\n                         'Men',\n                         'Women')"", ""&&&_A"": ""'1999-03-23'"", ""&&&_B"": ""'1999-03-23'"", ""&&&_C"": ""'90 day'"", ""###_C"": ""80"", ""###_D"": ""100"", ""^^^_A"": ""1.3"", ""&&&_D"": ""'1999-03-23'"", ""&&&_E"": ""'1999-03-23'"", ""&&&_F"": ""'90 day'"", ""###_E"": ""80"", ""###_F"": ""100"", ""###_G"": ""37"", ""^^^_B"": ""0.01"", ""###_H"": ""52"", ""^^^_C"": ""0.01"", ""###_I"": ""100""}"
multi_block_queries_query092_31.sql,2,"{""###_A"": ""430"", ""###_B"": ""629"", ""N_SSS_A"": ""('Men',\n                         'Sports',\n                         'Women')"", ""&&&_A"": ""'1999-01-16'"", ""&&&_B"": ""'1999-01-16'"", ""&&&_C"": ""'90 day'"", ""###_C"": ""43"", ""###_D"": ""63"", ""^^^_A"": ""1.3"", ""&&&_D"": ""'1999-01-16'"", ""&&&_E"": ""'1999-01-16'"", ""&&&_F"": ""'90 day'"", ""###_E"": ""43"", ""###_F"": ""63"", ""###_G"": ""19"", ""^^^_B"": ""0.01"", ""###_H"": ""34"", ""^^^_C"": ""0.01"", ""###_I"": ""100""}"
multi_block_queries_query092_9.sql,2,"{""###_A"": ""801"", ""###_B"": ""1000"", ""N_SSS_A"": ""('Books',\n                         'Sports',\n                         'Women')"", ""&&&_A"": ""'2000-01-12'"", ""&&&_B"": ""'2000-01-12'"", ""&&&_C"": ""'90 day'"", ""###_C"": ""80"", ""###_D"": ""100"", ""^^^_A"": ""1.3"", ""&&&_D"": ""'2000-01-12'"", ""&&&_E"": ""'2000-01-12'"", ""&&&_F"": ""'90 day'"", ""###_E"": ""80"", ""###_F"": ""100"", ""###_G"": ""85"", ""^^^_B"": ""0.01"", ""###_H"": ""100"", ""^^^_C"": ""0.01"", ""###_I"": ""100""}"
multi_block_queries_query092_20.sql,2,"{""###_A"": ""801"", ""###_B"": ""1000"", ""N_SSS_A"": ""('Home',\n                         'Sports',\n                         'Women')"", ""&&&_A"": ""'1999-03-26'"", ""&&&_B"": ""'1999-03-26'"", ""&&&_C"": ""'90 day'"", ""###_C"": ""80"", ""###_D"": ""100"", ""^^^_A"": ""1.3"", ""&&&_D"": ""'1999-03-26'"", ""&&&_E"": ""'1999-03-26'"", ""&&&_F"": ""'90 day'"", ""###_E"": ""80"", ""###_F"": ""100"", ""###_G"": ""18"", ""^^^_B"": ""0.01"", ""###_H"": ""33"", ""^^^_C"": ""0.01"", ""###_I"": ""100""}"
multi_block_queries_query065_25.sql,3,"{""###_A"": ""1217"", ""###_B"": ""1217"", ""###_C"": ""11"", ""###_D"": ""68"", ""^^^_A"": ""0.01"", ""###_E"": ""78"", ""^^^_B"": ""0.01"", ""###_F"": ""1217"", ""###_G"": ""1217"", ""###_H"": ""11"", ""###_I"": ""68"", ""^^^_C"": ""0.01"", ""###_J"": ""78"", ""^^^_D"": ""0.01"", ""^^^_E"": ""0.1"", ""###_K"": ""44"", ""###_L"": ""48"", ""N_SSS_A"": ""('AR',\n                  'MO',\n                  'NE')"", ""###_M"": ""100""}"
multi_block_queries_query065_79.sql,3,"{""###_A"": ""1182"", ""###_B"": ""1182"", ""###_C"": ""11"", ""###_D"": ""9"", ""^^^_A"": ""0.01"", ""###_E"": ""19"", ""^^^_B"": ""0.01"", ""###_F"": ""1182"", ""###_G"": ""1182"", ""###_H"": ""11"", ""###_I"": ""9"", ""^^^_C"": ""0.01"", ""###_J"": ""19"", ""^^^_D"": ""0.01"", ""^^^_E"": ""0.1"", ""###_K"": ""92"", ""###_L"": ""96"", ""N_SSS_A"": ""('IN',\n                  'LA',\n                  'NH')"", ""###_M"": ""100""}"
multi_block_queries_query065_64.sql,3,"{""###_A"": ""1204"", ""###_B"": ""1204"", ""###_C"": ""11"", ""###_D"": ""63"", ""^^^_A"": ""0.01"", ""###_E"": ""73"", ""^^^_B"": ""0.01"", ""###_F"": ""1204"", ""###_G"": ""1204"", ""###_H"": ""11"", ""###_I"": ""63"", ""^^^_C"": ""0.01"", ""###_J"": ""73"", ""^^^_D"": ""0.01"", ""^^^_E"": ""0.1"", ""###_K"": ""33"", ""###_L"": ""37"", ""N_SSS_A"": ""('IA',\n                  'MS',\n                  'NE')"", ""###_M"": ""100""}"
multi_block_queries_query065_74.sql,3,"{""###_A"": ""1220"", ""###_B"": ""1220"", ""###_C"": ""11"", ""###_D"": ""90"", ""^^^_A"": ""0.01"", ""###_E"": ""100"", ""^^^_B"": ""0.01"", ""###_F"": ""1220"", ""###_G"": ""1220"", ""###_H"": ""11"", ""###_I"": ""90"", ""^^^_C"": ""0.01"", ""###_J"": ""100"", ""^^^_D"": ""0.01"", ""^^^_E"": ""0.1"", ""###_K"": ""86"", ""###_L"": ""90"", ""N_SSS_A"": ""('CA',\n                  'MI',\n                  'PA')"", ""###_M"": ""100""}"
multi_block_queries_query065_37.sql,3,"{""###_A"": ""1182"", ""###_B"": ""1182"", ""###_C"": ""11"", ""###_D"": ""24"", ""^^^_A"": ""0.01"", ""###_E"": ""34"", ""^^^_B"": ""0.01"", ""###_F"": ""1182"", ""###_G"": ""1182"", ""###_H"": ""11"", ""###_I"": ""24"", ""^^^_C"": ""0.01"", ""###_J"": ""34"", ""^^^_D"": ""0.01"", ""^^^_E"": ""0.1"", ""###_K"": ""59"", ""###_L"": ""63"", ""N_SSS_A"": ""('KY',\n                  'NM',\n                  'SC')"", ""###_M"": ""100""}"
multi_block_queries_query065_84.sql,3,"{""###_A"": ""1201"", ""###_B"": ""1201"", ""###_C"": ""11"", ""###_D"": ""65"", ""^^^_A"": ""0.01"", ""###_E"": ""75"", ""^^^_B"": ""0.01"", ""###_F"": ""1201"", ""###_G"": ""1201"", ""###_H"": ""11"", ""###_I"": ""65"", ""^^^_C"": ""0.01"", ""###_J"": ""75"", ""^^^_D"": ""0.01"", ""^^^_E"": ""0.1"", ""###_K"": ""87"", ""###_L"": ""91"", ""N_SSS_A"": ""('GA',\n                  'TX',\n                  'WV')"", ""###_M"": ""100""}"
multi_block_queries_query065_76.sql,3,"{""###_A"": ""1217"", ""###_B"": ""1217"", ""###_C"": ""11"", ""###_D"": ""27"", ""^^^_A"": ""0.01"", ""###_E"": ""37"", ""^^^_B"": ""0.01"", ""###_F"": ""1217"", ""###_G"": ""1217"", ""###_H"": ""11"", ""###_I"": ""27"", ""^^^_C"": ""0.01"", ""###_J"": ""37"", ""^^^_D"": ""0.01"", ""^^^_E"": ""0.1"", ""###_K"": ""82"", ""###_L"": ""86"", ""N_SSS_A"": ""('IN',\n                  'NM',\n                  'OR')"", ""###_M"": ""100""}"
multi_block_queries_query065_93.sql,3,"{""###_A"": ""1224"", ""###_B"": ""1224"", ""###_C"": ""11"", ""###_D"": ""0"", ""^^^_A"": ""0.01"", ""###_E"": ""10"", ""^^^_B"": ""0.01"", ""###_F"": ""1224"", ""###_G"": ""1224"", ""###_H"": ""11"", ""###_I"": ""0"", ""^^^_C"": ""0.01"", ""###_J"": ""10"", ""^^^_D"": ""0.01"", ""^^^_E"": ""0.1"", ""###_K"": ""73"", ""###_L"": ""77"", ""N_SSS_A"": ""('ID',\n                  'MD',\n                  'MI')"", ""###_M"": ""100""}"
multi_block_queries_query065_72.sql,3,"{""###_A"": ""1178"", ""###_B"": ""1178"", ""###_C"": ""11"", ""###_D"": ""90"", ""^^^_A"": ""0.01"", ""###_E"": ""100"", ""^^^_B"": ""0.01"", ""###_F"": ""1178"", ""###_G"": ""1178"", ""###_H"": ""11"", ""###_I"": ""90"", ""^^^_C"": ""0.01"", ""###_J"": ""100"", ""^^^_D"": ""0.01"", ""^^^_E"": ""0.1"", ""###_K"": ""74"", ""###_L"": ""78"", ""N_SSS_A"": ""('AL',\n                  'KS',\n                  'NE')"", ""###_M"": ""100""}"
agg_queries_query099_77.sql,4,"{""###_A"": ""1"", ""###_B"": ""20"", ""###_C"": ""30"", ""###_D"": ""1"", ""###_E"": ""0"", ""###_F"": ""30"", ""###_G"": ""30"", ""###_H"": ""60"", ""###_I"": ""1"", ""###_J"": ""0"", ""###_K"": ""31"", ""###_L"": ""60"", ""###_M"": ""60"", ""###_N"": ""90"", ""###_O"": ""1"", ""###_P"": ""0"", ""###_Q"": ""61"", ""###_R"": ""90"", ""###_S"": ""90"", ""###_T"": ""120"", ""###_U"": ""1"", ""###_V"": ""0"", ""###_W"": ""91"", ""###_X"": ""120"", ""###_Y"": ""120"", ""###_Z"": ""1"", ""###_AA"": ""0"", ""###_AB"": ""120"", ""###_AC"": ""1197"", ""###_AD"": ""1197"", ""###_AE"": ""23"", ""###_AF"": ""252"", ""###_AG"": ""281"", ""&&&_A"": ""'REGULAR'"", ""&&&_B"": ""'medium'"", ""###_AH"": ""5"", ""###_AI"": ""1"", ""###_AJ"": ""20"", ""###_AK"": ""1"", ""###_AL"": ""20"", ""###_AM"": ""100""}"
agg_queries_query099_60.sql,4,"{""###_A"": ""1"", ""###_B"": ""20"", ""###_C"": ""30"", ""###_D"": ""1"", ""###_E"": ""0"", ""###_F"": ""30"", ""###_G"": ""30"", ""###_H"": ""60"", ""###_I"": ""1"", ""###_J"": ""0"", ""###_K"": ""31"", ""###_L"": ""60"", ""###_M"": ""60"", ""###_N"": ""90"", ""###_O"": ""1"", ""###_P"": ""0"", ""###_Q"": ""61"", ""###_R"": ""90"", ""###_S"": ""90"", ""###_T"": ""120"", ""###_U"": ""1"", ""###_V"": ""0"", ""###_W"": ""91"", ""###_X"": ""120"", ""###_Y"": ""120"", ""###_Z"": ""1"", ""###_AA"": ""0"", ""###_AB"": ""120"", ""###_AC"": ""1206"", ""###_AD"": ""1206"", ""###_AE"": ""23"", ""###_AF"": ""186"", ""###_AG"": ""215"", ""&&&_A"": ""'EXPRESS'"", ""&&&_B"": ""'small'"", ""###_AH"": ""5"", ""###_AI"": ""1"", ""###_AJ"": ""20"", ""###_AK"": ""1"", ""###_AL"": ""20"", ""###_AM"": ""100""}"
agg_queries_query099_61.sql,4,"{""###_A"": ""1"", ""###_B"": ""20"", ""###_C"": ""30"", ""###_D"": ""1"", ""###_E"": ""0"", ""###_F"": ""30"", ""###_G"": ""30"", ""###_H"": ""60"", ""###_I"": ""1"", ""###_J"": ""0"", ""###_K"": ""31"", ""###_L"": ""60"", ""###_M"": ""60"", ""###_N"": ""90"", ""###_O"": ""1"", ""###_P"": ""0"", ""###_Q"": ""61"", ""###_R"": ""90"", ""###_S"": ""90"", ""###_T"": ""120"", ""###_U"": ""1"", ""###_V"": ""0"", ""###_W"": ""91"", ""###_X"": ""120"", ""###_Y"": ""120"", ""###_Z"": ""1"", ""###_AA"": ""0"", ""###_AB"": ""120"", ""###_AC"": ""1195"", ""###_AD"": ""1195"", ""###_AE"": ""23"", ""###_AF"": ""51"", ""###_AG"": ""80"", ""&&&_A"": ""'NEXT DAY'"", ""&&&_B"": ""'small'"", ""###_AH"": ""5"", ""###_AI"": ""1"", ""###_AJ"": ""20"", ""###_AK"": ""1"", ""###_AL"": ""20"", ""###_AM"": ""100""}"
agg_queries_query099_74.sql,4,"{""###_A"": ""1"", ""###_B"": ""20"", ""###_C"": ""30"", ""###_D"": ""1"", ""###_E"": ""0"", ""###_F"": ""30"", ""###_G"": ""30"", ""###_H"": ""60"", ""###_I"": ""1"", ""###_J"": ""0"", ""###_K"": ""31"", ""###_L"": ""60"", ""###_M"": ""60"", ""###_N"": ""90"", ""###_O"": ""1"", ""###_P"": ""0"", ""###_Q"": ""61"", ""###_R"": ""90"", ""###_S"": ""90"", ""###_T"": ""120"", ""###_U"": ""1"", ""###_V"": ""0"", ""###_W"": ""91"", ""###_X"": ""120"", ""###_Y"": ""120"", ""###_Z"": ""1"", ""###_AA"": ""0"", ""###_AB"": ""120"", ""###_AC"": ""1176"", ""###_AD"": ""1176"", ""###_AE"": ""23"", ""###_AF"": ""225"", ""###_AG"": ""254"", ""&&&_A"": ""'REGULAR'"", ""&&&_B"": ""'large'"", ""###_AH"": ""5"", ""###_AI"": ""1"", ""###_AJ"": ""20"", ""###_AK"": ""1"", ""###_AL"": ""20"", ""###_AM"": ""100""}"
agg_queries_query099_16.sql,4,"{""###_A"": ""1"", ""###_B"": ""20"", ""###_C"": ""30"", ""###_D"": ""1"", ""###_E"": ""0"", ""###_F"": ""30"", ""###_G"": ""30"", ""###_H"": ""60"", ""###_I"": ""1"", ""###_J"": ""0"", ""###_K"": ""31"", ""###_L"": ""60"", ""###_M"": ""60"", ""###_N"": ""90"", ""###_O"": ""1"", ""###_P"": ""0"", ""###_Q"": ""61"", ""###_R"": ""90"", ""###_S"": ""90"", ""###_T"": ""120"", ""###_U"": ""1"", ""###_V"": ""0"", ""###_W"": ""91"", ""###_X"": ""120"", ""###_Y"": ""120"", ""###_Z"": ""1"", ""###_AA"": ""0"", ""###_AB"": ""120"", ""###_AC"": ""1194"", ""###_AD"": ""1194"", ""###_AE"": ""23"", ""###_AF"": ""130"", ""###_AG"": ""159"", ""&&&_A"": ""'LIBRARY'"", ""&&&_B"": ""'small'"", ""###_AH"": ""5"", ""###_AI"": ""1"", ""###_AJ"": ""20"", ""###_AK"": ""1"", ""###_AL"": ""20"", ""###_AM"": ""100""}"
